replicate,Rep1,Rep1,Rep1,Rep1,Rep2,Rep2,Rep2,Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2
measurement,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
pseudo_7317,na,0.150764342,0.091023329,10,na,0.920651996,0.004913184,10,na,0.594980266,0.049559781,10
pseudo_7318,na,0.31239576,0.043083407,10,na,0.039355431,-0.034364663,10,na,0.788194485,0.000723752,10
pseudo_7319,na,0.042200374,-0.017047043,9,na,0.054451791,-0.027312912,9,na,0.004693565,-0.016814248,9
pseudo_732,na,0.116532677,-0.011609902,10,na,0.739125965,0.008073428,10,na,0.192941867,-0.006526134,10
pseudo_7320,na,0.303697997,0.014314904,10,na,0.677589432,0.005034377,10,na,0.298016746,-0.011987854,10
pseudo_7321,na,0.751720348,-0.013910391,10,na,0.844703872,-0.026104873,10,na,0.732097997,-0.019058617,10
pseudo_7322,na,0.132496535,-0.036275874,10,na,0.748034563,-0.000702696,10,na,0.474544017,-0.018974454,10
pseudo_7323,na,0.141524921,0.030093466,9,na,0.776629752,0.018515332,10,na,0.424012358,0.023674022,9
pseudo_7324,na,0.005001945,0.055921701,10,na,0.01659122,0.033803242,10,na,0.000296169,0.034556508,10
pseudo_7325,na,0.986885933,0.017784181,10,na,0.519722753,0.006424487,10,na,0.699697585,4.09E-05,10
pseudo_7326,na,0.006596048,-0.012679015,10,na,0.794519293,0.005850845,10,na,0.082127484,-0.008878462,10
pseudo_7327,na,0.076133836,0.012897642,10,na,0.901511535,-0.008998667,10,na,0.373238668,0.02747608,10
pseudo_7328,na,0.848080174,0.016394082,10,na,0.055935039,0.028366079,10,na,0.360251366,0.032533613,10
pseudo_7329,na,0.266000812,-0.041881342,10,na,0.514361336,-0.011238653,10,na,0.107643113,-0.010269674,10
pseudo_733,na,0.986174796,-0.01656526,9,na,0.559568179,-0.015222507,9,na,0.653530501,-0.01784739,9
pseudo_7330,na,0.619988052,-0.081911473,10,na,0.010157003,-0.122905993,10,na,0.573971837,-0.108406826,10
pseudo_7331,na,0.69354672,-0.009793078,10,na,0.176107041,0.015604562,10,na,0.547101196,0.009062185,10
pseudo_7332,na,0.909552574,-0.054622625,10,na,0.449539946,-0.05570862,10,na,0.579738944,-0.047396096,10
pseudo_7333,na,0.88630164,0.017459653,10,na,0.197347584,0.029767937,10,na,0.407283612,0.025599748,10
pseudo_7334,na,0.271161407,0.01096702,10,na,0.502890703,0.024893633,10,na,0.225090995,0.017369171,10
pseudo_7335,na,0.370086049,0.031987487,9,na,0.619716729,-0.021097905,9,na,0.811213039,0.009161424,9
pseudo_7336,na,0.127517101,0.05700302,10,na,0.492839795,0.011725204,10,na,0.202984654,0.008665076,10
pseudo_7337,na,0.957194814,0.004953485,10,na,0.73200226,-0.008499151,10,na,0.983619442,0.004504569,10
pseudo_7338,na,0.406136207,0.011947667,10,na,0.077521885,0.010184317,10,na,0.09677054,0.009469995,10
pseudo_7339,na,0.194613469,-0.026180241,10,na,0.20885624,0.02146672,10,na,0.950190177,0.007826674,10
pseudo_734,na,0.332160969,0.0072152,10,na,0.884494353,0.00674585,10,na,0.518790446,0.015607293,10
pseudo_7340,na,0.758242342,0.013250166,10,na,0.746822747,0.01550501,10,na,0.838805751,0.013221824,10
pseudo_7341,na,0.985029278,0.000652322,10,na,0.700938928,-0.00444269,10,na,0.568232047,-0.006749519,10
pseudo_7342,na,0.047363771,0.017834786,10,na,0.139668271,0.02433839,10,na,0.016904395,0.021451666,10
pseudo_7343,na,0.250806308,-0.016821163,10,na,0.959987091,0.016584287,10,na,0.471669788,-0.005073892,10
pseudo_7344,na,0.916012987,-0.003394823,10,na,0.174440141,-0.012596925,10,na,0.365165088,-0.009061845,10
pseudo_7345,na,0.799518612,0.027523743,10,na,0.561013522,-0.006911604,9,na,0.853365566,0.015063555,9
pseudo_7346,na,0.740706735,-0.011889194,10,na,0.315179303,0.026463605,10,na,0.512957824,-0.007566409,10
pseudo_7347,na,0.911051795,-0.004995038,10,na,0.395499089,-0.008560207,10,na,0.703800348,-0.012529253,10
pseudo_7348,na,0.156552035,0.035930033,10,na,0.083568024,0.037351736,10,na,0.023944403,0.030308502,10
pseudo_7349,na,0.007800679,-0.040612802,10,na,0.816355342,0.01070354,10,na,0.040299358,-0.015439753,10
pseudo_735,na,0.545978397,-0.00774559,10,na,0.084245346,-0.028861332,10,na,0.098895564,-0.019085871,10
pseudo_7350,na,0.241740195,-0.035177753,10,na,0.52549218,0.00772575,10,na,0.248507263,-0.024146226,10
pseudo_7351,na,0.784945663,0.00647581,10,na,0.937640503,-0.004955834,10,na,0.979670292,0.006007277,10
pseudo_7352,na,0.017457222,0.042389463,10,na,0.296836857,-0.006794759,10,na,0.247672454,0.013796512,10
pseudo_7353,na,0.453243066,-0.002645855,9,na,0.046381351,-0.037192741,9,na,0.650211579,-0.013901042,9
pseudo_7354,na,0.373590307,-0.071998142,10,na,0.191844689,-0.045415698,10,na,0.157861622,-0.061505798,10
pseudo_7355,na,0.93045295,-0.011892652,10,na,0.866386178,0.006564709,10,na,0.960630179,-0.009163477,10
pseudo_7356,na,0.355587567,0.002660445,10,na,0.164950666,-0.021017205,10,na,0.665505311,-0.004664344,10
pseudo_7357,na,0.39926718,0.040868618,10,na,0.854618521,0.045193667,10,na,0.644268721,0.043031142,10
pseudo_7358,na,0.464734368,-0.005275954,10,na,0.592851728,0.028938664,10,na,0.533807623,0.002977262,10
pseudo_7359,na,0.644386884,-0.000405921,9,na,0.368738469,0.051346055,10,na,0.762804159,0.01282823,9
pseudo_736,na,0.988974754,0.020044149,10,na,0.878068855,-0.002420275,10,na,0.989660062,0.009059676,10
pseudo_7360,na,0.005194951,0.044581545,10,na,0.034942741,0.035502608,10,na,0.000689297,0.034309808,10
pseudo_7361,na,0.454667939,0.01573202,10,na,0.31182802,0.015571283,10,na,0.812950783,0.006963128,10
pseudo_7362,na,0.172213461,0.020867646,10,na,0.901050979,-0.00736049,10,na,0.271539811,0.003925238,10
pseudo_7363,na,0.118145732,0.027893402,9,na,0.420990663,-0.006470055,9,na,0.135266746,0.01210955,9
pseudo_7364,na,0.490617639,-0.024311369,10,na,0.301031168,-0.018432008,10,na,0.356137858,-0.02560095,10
pseudo_7365,na,0.202226872,0.015651717,10,na,0.092245691,-0.019694848,10,na,0.755003611,0.005660648,10
pseudo_7366,na,0.668801975,0.02253988,10,na,0.668461184,-0.012180683,10,na,0.665716958,0.005814254,10
pseudo_7367,na,0.224638632,0.020136693,10,na,0.124450429,-0.024163141,10,na,0.84746436,-0.004019572,10
pseudo_7368,na,0.159940275,-0.018868247,10,na,0.36657331,0.041877104,10,na,0.945552812,-0.008662399,10
pseudo_7369,na,0.676763671,-0.018607967,10,na,0.840153555,-0.020411991,10,na,0.888021836,-0.009584523,10
pseudo_737,na,0.078424806,0.018553592,10,na,0.618235136,-0.015236176,10,na,0.374177295,0.010139624,10
pseudo_7370,na,0.037909201,0.027872558,10,na,0.985845314,-0.010979398,10,na,0.179464434,0.008044411,10
pseudo_7371,na,0.629667995,0.012198053,10,na,0.407247788,0.000436196,10,na,0.54477755,0.006553556,10
pseudo_7372,na,0.234964682,-0.019175541,10,na,0.774847125,0.007727539,10,na,0.353109986,-0.005567426,10
pseudo_7373,na,0.561855527,-0.012399082,10,na,0.854732619,0.009142066,10,na,0.961790629,-0.014594835,10
pseudo_7374,na,0.068785117,0.023528935,10,na,0.240580668,0.022483162,10,na,0.024402041,0.023711695,10
pseudo_7375,na,0.665416223,0.00983763,10,na,0.603556013,-0.030262781,10,na,0.876989575,-0.008034713,10
pseudo_7376,na,0.932418662,0.00985471,10,na,0.444066928,0.013641715,10,na,0.314116275,0.003573634,10
pseudo_7377,na,0.35740841,-0.021906747,10,na,0.200295215,-0.04188347,10,na,0.280137142,-0.035240891,10
pseudo_7378,na,0.806381168,0.019592261,10,na,0.653915911,-0.002447734,10,na,0.572980261,0.013984383,10
pseudo_7379,na,0.261155075,-0.009289295,10,na,0.40028782,-0.002556811,10,na,0.200106423,-0.014493537,10
pseudo_738,na,0.648800004,0.015854577,10,na,0.134519836,0.011418855,10,na,0.56566798,-0.002714663,10
pseudo_7380,na,0.515563998,0.001301811,10,na,0.278964087,0.02179562,10,na,0.880204948,0.006405273,10
pseudo_7381,na,0.744445533,0.017875972,10,na,0.254006522,0.020324513,10,na,0.467911972,0.025790935,10
pseudo_7382,na,0.665944799,-0.030409245,10,na,0.782431374,0.014365277,10,na,0.964576034,-0.000741656,10
pseudo_7383,na,0.263135634,-0.025487257,10,na,0.868736209,-0.012589465,9,na,0.15579623,0.014787513,9
pseudo_7384,na,0.575568846,0.00114244,10,na,0.209489048,0.03302975,10,na,0.390517299,0.020779358,10
pseudo_7385,na,0.915666749,0.039197014,10,na,0.736383389,-0.004472007,10,na,0.839943951,0.01201723,10
pseudo_7386,na,0.858233914,-0.027590363,10,na,0.521421802,0.009477636,10,na,0.835620591,-0.006555957,10
pseudo_7387,na,0.620809349,-0.010614436,10,na,0.605382317,0.006206337,10,na,0.659590074,0.009439955,10
pseudo_7388,na,0.913589659,0.021245473,10,na,0.707632725,0.008925624,10,na,0.422953297,0.005813485,10
pseudo_7389,na,0.855151007,0.024785514,10,na,0.652866912,-0.015583298,10,na,0.985942665,0.010164963,10
pseudo_739,na,0.636814313,0.025137096,10,na,0.31043861,0.019189153,10,na,0.365165088,0.029168455,10
pseudo_7390,na,0.580340839,0.024037506,10,na,0.913958563,-0.01272369,10,na,0.427349,0.016119887,10
pseudo_7391,na,0.33623816,0.013913376,10,na,0.353598489,-0.003692542,10,na,0.347402035,0.008158628,10
pseudo_7392,na,0.245326752,-0.005933664,10,na,0.938334568,0.017810562,10,na,0.60999388,-0.003918437,10
pseudo_7393,na,0.331291458,0.012408219,10,na,0.901741825,-0.010255144,10,na,0.990589449,-0.013235762,10
pseudo_7394,na,0.554814855,0.04026094,10,na,0.759522125,0.007825149,10,na,0.457619911,0.031539208,10
pseudo_7395,na,0.956499479,-0.009240637,10,na,0.68238488,-0.012878718,10,na,0.636559915,-0.003390445,10
pseudo_7396,na,0.525097652,0.012879969,10,na,0.555017426,-0.05517052,10,na,0.369654121,-0.022218577,10
pseudo_7397,na,0.010939132,0.033289039,9,na,0.449585824,0.009788774,9,na,0.021264066,0.022860547,9
pseudo_7398,na,0.952328184,-0.016271473,10,na,0.713481296,0.013843263,10,na,0.9314209,-0.003665709,10
pseudo_7399,na,0.375311407,0.015103924,10,na,0.051132217,0.016792931,10,na,0.028113581,0.00878842,10
pseudo_74,na,0.184985046,0.035469599,10,na,0.714783282,-0.011399855,10,na,0.274470532,0.020594195,10
pseudo_740,na,0.383990177,-0.046602302,10,na,0.060567354,-0.032878488,10,na,0.176090775,-0.044951838,10
pseudo_7400,na,0.186920842,-0.029609512,10,na,0.180752217,0.033008514,10,na,0.868730913,-0.006666691,10
pseudo_7401,na,0.261155075,0.006168402,10,na,0.253824954,0.005423039,10,na,0.10021242,-0.008661456,10
pseudo_7402,na,0.236285889,-0.019126638,10,na,0.572697743,-0.016849152,10,na,0.200413372,-0.019942205,10
pseudo_7403,na,0.742025617,-0.01156027,10,na,0.105268889,-0.04744497,10,na,0.211161324,-0.021502288,10
pseudo_7404,na,0.217991603,-0.017072724,10,na,0.279480982,-0.020482164,10,na,0.188597499,-0.015534203,10
pseudo_7405,na,0.794578131,0.003566543,10,na,0.131442431,-0.02608481,10,na,0.266744854,-0.004455892,10
pseudo_7406,na,0.827056434,0.057336163,10,na,0.237044147,0.002942192,10,na,0.313976292,0.02801812,10
pseudo_7407,na,0.961367488,-0.003180781,10,na,0.709472101,0.017862614,10,na,0.936283772,0.013992663,10
pseudo_7408,na,0.018150505,-0.034345136,10,na,0.395418223,0.011986355,10,na,0.074155669,-0.027378157,10
pseudo_7409,na,0.004992919,0.068405898,10,na,0.211821221,0.005268198,10,na,0.002732973,0.0360295,10
pseudo_741,na,0.91093646,-0.011478503,10,na,0.161352649,-0.030735372,10,na,0.227437608,-0.016290487,10
pseudo_7410,na,0.639828004,-0.007808608,10,na,0.57517433,0.002060446,10,na,0.91430667,-0.005303635,10
pseudo_7411,na,0.146390155,-0.018200622,10,na,0.205556715,-0.035655346,10,na,0.071140212,-0.019408278,10
pseudo_7412,na,0.231542699,0.007946182,10,na,0.425087075,0.031758847,10,na,0.256109161,0.012241752,10
pseudo_7413,na,0.939128239,-0.006094177,10,na,0.00760701,0.032308385,10,na,0.034676504,0.014108827,10
pseudo_7414,na,0.994197105,0.070665566,10,na,0.337830361,0.034253276,10,na,0.789988073,0.047777796,10
pseudo_7415,na,0.777687015,-0.012107207,10,na,0.306363696,0.005597548,10,na,0.815211057,0.00538342,10
pseudo_7416,na,0.980039949,-0.054760053,10,na,0.061430004,0.02241578,10,na,0.634068136,-0.010787423,10
pseudo_7417,na,0.165014621,0.051279852,9,na,0.745174307,-0.019726074,9,na,0.633284644,0.021821264,9
pseudo_7418,na,0.533859632,-0.030648958,10,na,0.838789494,0.006567729,10,na,0.785058411,-0.001445967,10
pseudo_7419,na,0.951285559,-0.005543457,10,na,0.585930944,0.007351405,10,na,0.73100257,0.006214725,10
pseudo_742,na,0.283707665,-0.003064175,10,na,0.101511262,0.012403398,10,na,0.091114623,0.011088539,10
pseudo_7420,na,0.112307512,-0.044964079,9,na,0.913445179,-0.037991967,9,na,0.252769296,-0.035989647,9
pseudo_7421,na,0.670709431,0.003121512,10,na,0.012099939,-0.0151706,10,na,0.096712037,-0.01028462,10
pseudo_7422,na,0.559993384,0.04050863,10,na,0.920882907,0.000720734,10,na,0.541108498,0.023208009,10
pseudo_7423,na,0.971919541,0.026162715,10,na,0.052339049,0.004214817,10,na,0.366554579,0.016336906,10
pseudo_7424,na,0.718187663,-0.001869203,10,na,0.128968714,0.034907723,10,na,0.2361909,0.006139309,10
pseudo_7425,na,0.231485968,0.025023435,10,na,0.887595104,-0.027420211,10,na,0.548847143,0.009291292,10
pseudo_7426,na,0.358397146,0.069522953,10,na,0.801818491,0.012067942,10,na,0.222651241,0.036636365,10
pseudo_7427,na,0.76278476,-0.020439067,10,na,0.121484171,-0.052679545,10,na,0.161318448,-0.033027008,10
pseudo_7428,na,0.732840087,0.028160201,9,na,0.753426706,0.015450876,9,na,0.44458163,0.020589116,9
pseudo_7429,na,0.21487587,0.045825007,9,na,0.650247419,-0.003786448,10,na,0.138999111,0.021325412,9
pseudo_743,na,0.915089721,0.011828757,10,na,0.325446163,0.043355283,10,na,0.225982895,0.021059244,10
pseudo_7430,na,0.8235452,0.010314391,10,na,0.987585494,-0.017188999,10,na,0.954365253,-0.011466299,10
pseudo_7431,na,0.200840674,-0.024355998,10,na,0.451110662,0.014364923,10,na,0.759877543,-0.005215097,10
pseudo_7432,na,0.237381278,0.025980497,10,na,0.010923553,-0.034822231,10,na,0.454100611,0.002836582,10
pseudo_7433,na,0.206897872,0.007943501,10,na,0.3493139,0.012376781,10,na,0.123524218,0.007525234,10
pseudo_7434,na,0.089465222,0.019011306,10,na,0.995010824,0.006186614,10,na,0.262504281,0.013651383,10
pseudo_7435,na,0.908399546,-0.000437585,10,na,0.863641452,-0.008779474,10,na,0.994307114,-0.011605906,10
pseudo_7436,na,0.413656721,0.022376619,10,na,0.225540156,0.03025472,10,na,0.084987004,0.016937353,10
pseudo_7437,na,0.716448519,-0.002139722,10,na,0.360278217,0.02820047,10,na,0.681024593,0.01630498,10
pseudo_7438,na,0.369386544,0.05673766,10,na,0.361348158,-0.01202066,10,na,0.830620801,0.01928683,10
pseudo_7439,na,0.817663346,0.006708548,10,na,0.755650049,0.003119157,10,na,0.897001649,0.006847734,10
pseudo_744,na,0.716665832,-0.004985926,10,na,0.648886986,0.023275886,10,na,0.553516404,0.007532204,10
pseudo_7440,na,0.678999483,0.002153922,10,na,0.82902813,-0.016215511,10,na,0.470594432,-0.017035977,10
pseudo_7441,na,0.881019793,-0.00496486,10,na,0.485714027,-0.016959713,10,na,0.784834538,-0.011411796,10
pseudo_7442,na,0.408936468,0.040822546,10,na,0.194381836,-0.032040466,10,na,0.687227919,0.009804345,10
pseudo_7443,na,0.226979384,-0.011708042,10,na,0.862955526,-0.012784029,10,na,0.386991266,-0.010526611,10
pseudo_7444,na,0.293956565,0.019152829,10,na,0.690834552,-0.026184528,10,na,0.596595203,-0.00175173,10
pseudo_7445,na,0.25062629,-0.021913377,10,na,0.956742731,0.003662136,10,na,0.266995759,-0.018886085,10
pseudo_7446,na,0.776237589,0.021343567,10,na,0.583832083,-0.007654489,10,na,0.992215907,0.000652987,10
pseudo_7447,na,0.950474687,-1.07E-05,10,na,0.08732156,0.02759981,10,na,0.153452004,0.006292581,10
pseudo_7448,na,0.334705455,0.009085939,10,na,0.032284666,0.017669638,10,na,0.078750019,0.025738113,10
pseudo_7449,na,0.321611008,0.013051494,10,na,0.880706952,0.009482057,10,na,0.438281884,0.008856741,10
pseudo_745,na,0.602040834,0.007616814,10,na,0.1183677,-0.00623089,10,na,0.253678556,0.012403915,10
pseudo_7450,na,0.159212853,-0.02627471,9,na,0.241433238,0.027020695,9,na,0.842062601,-0.003933164,9
pseudo_7451,na,0.166971968,-0.024261114,10,na,0.88139537,0.000698778,10,na,0.225982895,-0.027909902,10
pseudo_7452,na,0.502406479,0.034329938,10,na,0.88346116,-0.000961786,10,na,0.994771832,0.017118125,10
pseudo_7453,na,0.542887738,0.000544283,10,na,0.603454624,0.011923696,10,na,0.997327811,0.000210438,10
pseudo_7454,na,0.674025035,0.013919113,9,na,0.49918976,0.008651191,10,na,0.92271189,0.004970305,9
pseudo_7455,na,0.361679822,-0.051346192,10,na,0.599304299,-0.005464945,10,na,0.802573854,-0.037877747,10
pseudo_7456,na,0.040058648,0.040287751,10,na,0.870277291,0.006538774,10,na,0.180694435,0.026985214,10
pseudo_7457,na,0.040826385,-0.029302361,10,na,0.888169507,0.007052064,10,na,0.090170692,-0.011552258,10
pseudo_7458,na,0.376010368,-0.018386575,9,na,0.54470574,0.004405502,9,na,0.773123525,-0.014019543,9
pseudo_7459,na,0.330278891,0.001935566,10,na,0.67631284,0.012326017,10,na,0.716812654,-0.005807598,10
pseudo_746,na,0.086834971,0.033729019,10,na,0.848803596,0.004142116,10,na,0.204850798,0.018699537,10
pseudo_7460,na,0.413573633,-0.006753359,10,na,0.585230935,-0.000865759,10,na,0.819736204,-0.010670623,10
pseudo_7461,na,0.417573012,0.000847258,10,na,0.981785171,-0.01495729,10,na,0.590348479,-0.000841372,10
pseudo_7462,na,0.920053591,-0.005955922,10,na,0.153495181,-0.030746656,10,na,0.182885909,-0.015405303,10
pseudo_7463,na,0.821055493,-0.006331078,10,na,0.5650035,0.006853298,10,na,0.836985332,0.010911481,10
pseudo_7464,na,0.154435885,-0.033371269,10,na,0.763622026,0.004049802,10,na,0.461685966,-0.021051131,10
pseudo_7465,na,0.518763284,0.010213771,10,na,0.100664107,0.036547935,10,na,0.1831732,0.027295965,10
pseudo_7466,na,0.482418498,-0.016077601,10,na,0.146093443,-0.009816294,10,na,0.172948174,-0.009909732,10
pseudo_7467,na,0.779583587,-0.017735561,10,na,0.429659666,-0.005896536,10,na,0.665716958,-0.000867987,10
pseudo_7468,na,0.731167838,-0.03688069,10,na,0.599607542,0.005740672,10,na,0.784163028,-0.008705906,10
pseudo_7469,na,0.8314787,0.016504976,10,na,0.551222148,0.002122978,10,na,0.916617261,0.014924931,10
pseudo_747,na,0.585731385,-0.014204876,10,na,0.794631454,-0.009635961,10,na,0.606122992,-0.016401432,10
pseudo_7470,na,0.505005113,0.04803753,10,na,0.47729131,-0.014612731,10,na,0.593367328,0.001411145,10
pseudo_7471,na,0.079491346,0.035106399,10,na,0.802493147,0.019037532,10,na,0.206729386,0.03040441,10
pseudo_7472,na,0.216798399,-0.005666651,10,na,0.593555925,-0.016935672,10,na,0.245179811,-0.007402362,10
pseudo_7473,na,0.011909039,-0.033142449,10,na,0.421550349,-0.011246431,10,na,0.036802867,-0.02722585,10
pseudo_7474,na,0.63090837,0.000494927,10,na,0.542030984,0.02461625,10,na,0.307305396,0.006689866,10
pseudo_7475,na,0.145101032,0.012350161,10,na,0.880133339,-0.001731817,10,na,0.207883551,0.0107403,10
pseudo_7476,na,0.773229735,0.01690108,10,na,0.331709534,-0.012349091,10,na,0.396815776,-0.003163241,10
pseudo_7477,na,0.673893239,0.036580646,10,na,0.106777221,0.028485675,10,na,0.257085917,0.028117725,10
pseudo_7478,na,0.086353819,-0.046714577,10,na,0.283313183,-0.038718404,10,na,0.062650794,-0.041349737,10
pseudo_7479,na,0.945263197,-0.048633411,10,na,0.232575782,0.022121241,10,na,0.764983229,0.007413807,10
pseudo_748,na,0.390057559,0.025376673,10,na,0.523691639,-0.02704786,10,na,0.902073087,0.000914089,10
pseudo_7480,na,0.783268905,-0.007549042,10,na,0.543573601,-0.019420217,10,na,0.336748959,-0.007184381,10
pseudo_7481,na,0.323532174,0.029369818,10,na,0.578848943,-0.012820709,10,na,0.925866476,-0.008890196,10
pseudo_7482,na,0.533094799,-0.008106873,10,na,0.614346324,-0.011147742,10,na,0.69818824,-0.000858958,10
pseudo_7483,na,0.982360482,0.00882907,10,na,0.509588769,0.005487196,10,na,0.694527664,0.004841119,10
pseudo_7484,na,0.725376985,-0.009462878,10,na,0.961725418,-0.012449825,10,na,0.6108102,-0.006643838,10
pseudo_7485,na,0.078894624,0.042285507,10,na,0.101147503,-0.02503017,10,na,0.657693237,0.017966146,10
pseudo_7486,na,0.767224275,-0.007926178,10,na,0.258575119,-0.006775563,10,na,0.378892297,-0.007674687,10
pseudo_7487,na,0.948042381,-0.010007339,10,na,0.514079955,-0.009036021,10,na,0.556053687,-0.005089937,10
pseudo_7488,na,0.689684705,0.010530405,10,na,0.391146666,-0.006931165,10,na,0.572782043,-0.010103317,10
pseudo_7489,na,0.174353865,0.04006986,9,na,0.441266345,0.026035104,9,na,0.122662074,0.025515393,9
pseudo_749,na,0.262267868,-0.050827452,10,na,0.364416096,-0.022048847,10,na,0.950654009,-0.029200879,10
pseudo_7490,na,0.210425675,-0.051611284,10,na,0.089577786,-0.054521598,10,na,0.080197773,-0.050992065,10
pseudo_7491,na,0.098185392,0.031706074,10,na,0.247467481,0.012667322,10,na,0.036855446,0.021659201,10
pseudo_7492,na,0.997552943,0.007571549,9,na,0.034533673,-0.023706884,9,na,0.123034577,-0.011643732,9
pseudo_7493,na,0.40105942,-0.01277194,10,na,0.265752817,-0.013085028,10,na,0.408438437,-0.031421975,10
pseudo_7494,na,0.372029917,0.011789902,10,na,0.43923412,0.034785185,10,na,0.487596314,0.03353102,10
pseudo_7495,na,0.190837248,0.065254194,10,na,0.856786903,0.01671369,10,na,0.095258635,0.029960938,10
pseudo_7496,na,0.916705511,-0.006414842,10,na,0.220843559,-0.010580943,10,na,0.471669788,-0.00651979,10
pseudo_7497,na,0.771894,-0.012705183,10,na,0.50437513,0.015171457,10,na,0.590750583,0.000907749,10
pseudo_7498,na,0.76966928,-0.005078383,10,na,0.648468626,0.005811065,10,na,0.747711022,-0.008246074,10
pseudo_7499,na,0.708424224,0.019299521,10,na,0.57626563,0.006240673,10,na,0.22732547,0.017787846,10
pseudo_75,na,0.99733065,0.003568062,10,na,0.645647606,-0.003157611,10,na,0.816567961,-0.003857279,10
pseudo_750,na,0.685147495,0.020385907,9,na,0.14489906,0.021716983,9,na,0.523282177,0.01827581,9
pseudo_7500,na,0.715036547,-0.020645522,10,na,0.209541844,-0.017605949,10,na,0.862546252,0.001254662,10
pseudo_7501,na,0.511719698,0.027454384,10,na,0.543766581,-0.019015401,10,na,0.797173468,-0.000495857,10
pseudo_7502,na,0.93218738,-0.003957945,10,na,0.851653042,0.009525448,10,na,0.838805751,0.007555107,10
pseudo_7503,na,0.175528147,-0.010107037,10,na,0.837198701,0.004962736,10,na,0.24898518,-0.006559805,10
pseudo_7504,na,0.930106103,-0.025081187,10,na,0.433065116,-0.000554999,10,na,0.662967633,-0.01554,10
pseudo_7505,na,0.363827477,0.030512062,10,na,0.01713191,-0.020068924,10,na,0.453223177,0.005578909,10
pseudo_7506,na,0.871388487,-0.002115495,10,na,0.244271988,0.034837411,10,na,0.517847389,0.013148645,10
pseudo_7507,na,0.843410971,-0.025580224,10,na,0.875432112,0.012870376,10,na,0.779466979,-0.004365364,10
pseudo_7508,na,0.479705992,0.022260055,9,na,0.987646116,0.000952804,9,na,0.400560694,0.012206883,9
pseudo_7509,na,0.426316116,-0.024827724,10,na,0.700938928,0.009273023,10,na,0.467376498,-0.006347045,10
pseudo_751,na,0.790313611,0.024477924,9,na,0.026646817,0.034619882,9,na,0.344968868,0.023122549,9
pseudo_7510,na,0.487693835,0.046780243,10,na,0.45909888,-0.030466424,10,na,0.651806092,0.012587226,10
pseudo_7511,na,0.287448124,0.049800202,10,na,0.993502498,0.005530726,10,na,0.329331535,0.039831828,10
pseudo_7512,na,0.028103525,0.042673174,10,na,0.817371966,-0.00200157,10,na,0.076885225,0.0257633,10
pseudo_7513,na,0.532903677,-0.020357288,10,na,0.059498271,-0.029659014,10,na,0.091003161,-0.026762515,10
pseudo_7514,na,0.092497021,-0.035596014,10,na,0.199937771,0.026982775,10,na,0.718118492,-0.010619461,10
pseudo_7515,na,0.307612572,0.017545359,10,na,0.112949457,0.03579158,10,na,0.083625351,0.016487949,10
pseudo_7516,na,0.318849169,0.01123267,10,na,0.314339272,-0.020917029,10,na,0.918003955,0.002887904,10
pseudo_7517,na,0.278965586,0.009511372,10,na,0.093064055,-0.026749603,10,na,0.864377884,-0.002373949,10
pseudo_7518,na,0.061019075,0.034828261,10,na,0.133538101,0.030650876,10,na,0.025820722,0.025988243,10
pseudo_7519,na,0.526426233,-0.02696953,10,na,0.551416467,-0.003837273,10,na,0.958773633,-0.015754746,10
pseudo_752,na,0.373824715,0.02697202,10,na,0.826308664,0.017513363,10,na,0.451296193,0.013090928,10
pseudo_7520,na,0.873794583,0.000541201,10,na,0.507444044,-0.00124498,10,na,0.676758941,-0.009668572,10
pseudo_7521,na,0.749734087,-0.008012442,10,na,0.993386474,0.001414059,10,na,0.720950629,-0.001458117,10
pseudo_7522,na,0.238364399,0.018545421,10,na,0.462192247,-0.008239881,10,na,0.704448945,0.002318894,10
pseudo_7523,na,0.453527868,0.002407363,10,na,0.603150504,0.00010527,10,na,0.970148109,-0.005972631,10
pseudo_7524,na,0.559014512,0.008966976,10,na,0.829368208,0.008910281,10,na,0.616332986,0.017239031,10
pseudo_7525,na,0.803679335,0.003915652,10,na,0.522556087,-0.004566163,10,na,0.799872465,0.006736897,10
pseudo_7526,na,0.51829216,-0.031301328,10,na,0.571708527,-0.026133577,10,na,0.38110509,-0.020605435,10
pseudo_7527,na,0.52017799,-0.004704834,10,na,0.642414935,-0.013505531,10,na,0.334702185,-0.003545897,10
pseudo_7528,na,0.32840373,0.040048604,10,na,0.14714538,0.015107901,10,na,0.072983741,0.030671914,10
pseudo_7529,na,0.919129839,0.014638431,10,na,0.302324386,-0.034900314,10,na,0.53879758,-0.006332497,10
pseudo_753,na,0.241039008,0.020211835,10,na,0.755981703,0.006548141,10,na,0.397952725,0.01650586,10
pseudo_7530,na,0.43876852,0.009073685,10,na,0.303826407,0.016233491,10,na,0.261265963,0.013679757,10
pseudo_7531,na,0.483870658,-0.010386981,10,na,0.24557034,0.008264686,10,na,0.736265583,0.000547538,10
pseudo_7532,na,0.701294593,0.022572685,10,na,0.920536543,0.021102731,10,na,0.591756395,0.009943895,10
