replicate,Rep1,Rep1,Rep1,Rep1,Rep2,Rep2,Rep2,Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2
measurement,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
NPVF,P1P2,0.410258205,-0.02375923,10,P1P2,0.054824233,0.008041675,10,P1P2,0.082076224,-0.002248342,10
NPW,P1P2,0.128574292,-0.061204483,10,P1P2,0.017771713,-0.036515119,10,P1P2,0.004888942,-0.048360858,10
NPY,P1,0.288504033,-0.06557118,10,P1,0.485896041,-0.056626405,10,P1,0.257208194,-0.052536729,10
NPY1R,P1P2,0.55989546,-0.026015093,10,P1P2,0.209541844,-0.03173164,10,P1P2,0.337335227,-0.02771786,10
NPY2R,P1P2,0.994545273,0.018369359,10,P1P2,0.686016645,0.013106528,10,P1P2,0.681878955,0.017722143,10
NPY4R,P1P2,0.90909134,0.01117597,10,P1P2,0.430424533,0.004146553,10,P1P2,0.780584364,0.006546417,10
NPY5R,P1P2,0.76467061,0.006837125,10,P1P2,0.964159378,0.011291772,10,P1P2,0.992215907,0.009621722,10
NQO1,P2,0.596379861,-0.026866957,10,P1,0.393641713,-0.018033251,10,P1,0.477608396,-0.009202602,10
NQO2,P1P2,0.404822406,-0.026228385,10,P1P2,0.648677792,-0.001020265,10,P1P2,0.376844657,-0.019006846,10
NR0B1,P1P2,0.130449996,0.012274392,10,P1P2,0.049491979,0.029918614,10,P1P2,0.01637584,0.020428153,10
NR0B2,P1P2,0.557840964,0.010071141,10,P1P2,0.715543159,0.019590015,10,P1P2,0.653906178,0.015162367,10
NR1D1,P1P2,0.524718373,-0.025926888,10,P1P2,0.849943139,-0.018920788,10,P1P2,0.496773175,-0.012340768,10
NR1D2,P1P2,0.745436228,0.00869014,10,P1P2,0.194531843,0.002098661,10,P1P2,0.495114575,0.009161758,10
NR1H2,P1P2,0.415987206,0.02137629,10,P1P2,0.233259305,0.024203523,10,P1P2,0.355834337,0.035777367,10
NR1H3,P2,0.404166464,-0.018043028,10,P1,0.726101589,0.0121944,10,P1,0.520112216,0.034908631,10
NR1H4,P1P2,0.399104488,-0.011218586,10,P1P2,0.967405175,0.004458053,10,P1P2,0.467019705,-0.003316537,10
NR1I2,P1P2,0.029097347,-0.019860641,10,P1P2,0.250812118,-0.008246671,10,P1P2,0.012707091,-0.023171989,10
NR1I3,P1P2,0.103716639,0.020998264,10,P1P2,0.579943518,-0.007907638,10,P1P2,0.289712821,0.004860127,10
NR2C1,P1P2,0.207631454,-0.044146837,10,P1P2,0.946088021,0.011446723,10,P1P2,0.306340456,-0.012393544,10
NR2C2,P1P2,0.620398641,0.031918041,10,P1P2,0.190363673,0.026697651,10,P1P2,0.062404741,0.028283806,10
NR2C2AP,P1P2,0.547526989,-0.019319507,10,P1P2,0.007258674,-0.049273402,10,P1P2,0.114496969,-0.045222414,10
NR2E1,P1P2,0.255700935,-0.058803762,10,P1P2,0.279028664,-0.084273866,10,P1P2,0.21158697,-0.06557316,10
NR2E3,P1P2,0.520083615,0.011077306,10,P1P2,0.654755603,-0.005505151,10,P1P2,0.560164325,-0.005443534,10
NR2F1,P1P2,0.496493402,0.023537158,10,P1P2,0.179193822,-0.011418315,10,P1P2,0.657693237,-0.004273316,10
NR2F2,P1P2,0.078820291,-0.0839542,10,P1P2,0.003298099,-0.107840283,10,P1P2,0.00639336,-0.095897241,10
NR2F6,P1P2,0.007395962,-0.056882594,10,P1P2,0.329252564,0.036395144,10,P1P2,0.150289284,-0.030720656,10
NR3C1,P1P2,0.806606425,0.005267162,10,P1P2,0.267505725,-0.019498084,10,P1P2,0.769876508,-0.00359834,10
NR3C2,P1P2,0.653620093,-0.012499491,10,P1P2,0.06076707,-0.030942651,10,P1P2,0.098183122,-0.021066197,10
NR4A1,P1P2,0.696771164,0.003953532,10,P1P2,0.763732926,0.010933549,10,P1P2,0.750139414,0.006210047,10
NR4A2,P1,0.43722209,-0.008294002,10,P1,0.527295883,-0.027623091,10,P1,0.194039359,-0.013316487,10
NR4A3,P1P2,0.688613351,-0.012071234,10,P1P2,0.838562197,-0.01088722,10,P1P2,0.540337643,-0.005977503,10
NR5A1,P1P2,0.938086802,0.001962587,10,P1P2,0.647214214,-0.014218515,10,P1P2,0.859800192,-0.002349954,10
NR5A2,P1,0.004469358,-0.053041995,10,P2,0.129298886,-0.041551864,10,P1,0.014673949,-0.01877358,10
NR6A1,P1P2,0.270275508,-0.018551734,10,P1P2,0.148448011,-0.00405379,10,P1P2,0.155729778,-0.021684117,10
NRAP,P2,0.229957945,-0.009054261,10,P2,0.889548314,-0.000789526,10,P2,0.467733443,-0.010688068,10
NRARP,P1P2,0.394565339,-0.011634908,10,P1P2,0.019849178,0.025404316,10,P1P2,0.086901911,0.021723108,10
NRAS,P1P2,0.61139319,0.004158588,10,P1P2,0.819293092,0.020524673,10,P1P2,0.534190636,0.007778609,10
NRBF2,P1P2,0.057531774,0.055397523,10,P1P2,0.76351113,-0.002570252,10,P1P2,0.257085918,0.028762071,10
NRBP1,P1P2,0.062847907,-0.199248351,10,P1P2,0.000379548,-0.205936188,10,P1P2,0.001894052,-0.200502828,10
NRBP2,P1P2,0.228380921,0.040819206,10,P1P2,0.757530012,0.000864529,10,P1P2,0.157861622,0.009602391,10
NRCAM,P1P2,0.201712654,-0.000575382,10,P1P2,0.083101698,-0.044236199,10,P1P2,0.149054615,-0.032826336,10
NRD1,P1P2,0.704424115,0.006768444,10,P1P2,0.770729357,-0.013892412,10,P1P2,0.89423717,0.007418919,10
NRDE2,P1P2,1.13E-05,-0.498780512,10,P1P2,1.63E-06,-0.601704576,9,P1P2,4.17E-05,-0.550242544,9
NREP,P1P2,0.628841657,0.011620515,10,P1P2,0.386663898,-0.025065642,10,P1P2,0.767651141,-0.023228845,10
NRF1,P1P2,0.076810472,-0.134552625,10,P1P2,0.001981904,-0.15118812,10,P1P2,0.024090031,-0.142870373,10
NRG1,P1P2,0.676444501,0.001522636,10,P1P2,0.473065267,0.014491912,10,P1P2,0.981064058,0.014214033,10
NRG2,P1P2,0.217774306,0.01410177,10,P1P2,0.264630134,0.028276172,10,P1P2,0.188695427,0.027954798,10
NRG3,P1P2,0.282728837,0.014187215,10,P1P2,0.684627167,-0.006309586,10,P1P2,0.563896118,0.008225599,10
NRG4,P1P2,0.620603981,0.006640454,10,P1P2,0.096950671,-0.0103985,10,P1P2,0.453047805,-0.006279255,10
NRGN,P1P2,0.635284758,-0.076600362,9,P1P2,0.132440814,-0.058414513,9,P1P2,0.2562891,-0.064712599,9
NRIP1,P1P2,0.172396373,0.012861807,10,P1P2,0.594562585,-0.00985418,10,P1P2,0.533233365,0.007896032,10
NRIP2,P1P2,0.065356615,-0.092614538,10,P1P2,0.389061469,-0.066545246,10,P1P2,0.411416927,-0.086276078,10
NRIP3,P1P2,0.918898918,0.018099234,10,P1P2,0.040679523,-0.030677232,10,P1P2,0.166967836,0.00281888,10
NRK,P1P2,0.456389292,0.025523461,9,P1P2,0.577449284,0.01135351,9,P1P2,0.491723041,0.014158378,9
NRL,P1,0.393354819,0.011355945,10,P2,0.392352746,0.021459637,10,P2,0.411085349,0.009098144,10
NRM,P1P2,0.836133507,0.01226613,10,P1P2,0.688477551,0.024698031,10,P1P2,0.483042429,0.014987314,10
NRN1,P2,0.061948227,0.027890677,10,P1,0.14210111,-0.006127,10,P2,0.040698345,0.031813268,10
NRN1L,P1P2,0.535295186,0.024098955,10,P1P2,0.129078699,-0.047620439,10,P1P2,0.694097475,-0.021879955,10
NRP1,P1P2,0.197937052,-0.05002321,10,P1P2,0.191350078,-0.050289341,10,P1P2,0.138676357,-0.048567342,10
NRP2,P1P2,0.530136314,-0.008187084,10,P1P2,0.559118878,-0.002971118,10,P1P2,0.568232047,0.003497868,10
NRROS,P1P2,0.742025617,-0.00915609,10,P1P2,0.263138314,0.016417842,10,P1P2,0.262504281,0.005311549,10
NRSN1,P1P2,0.01992438,0.047211554,10,P1P2,0.761959098,-0.009836876,10,P1P2,0.058769919,0.009953074,10
NRSN2,P1P2,0.523770789,-0.019717072,10,P1P2,0.22205237,-0.028414629,10,P1P2,0.234811297,-0.026716542,10
NRTN,ENST00000303212.2,0.370784519,-0.014112416,10,ENST00000303212.2,0.085058721,-0.038899996,10,ENST00000303212.2,0.767651141,-0.017398988,10
NRXN1,P1P2,0.424795292,0.006727562,10,P1P2,0.24110558,-0.025794677,10,P1P2,0.632202019,-0.003556571,10
NRXN2,"ENST00000377551.1,ENST00000409571.1",0.942831956,0.009618041,10,ENST00000265459.6,0.189479114,0.033671116,10,ENST00000265459.6,0.289447572,0.004935842,10
NRXN3,ENST00000554719.1,0.016967706,-0.042293791,10,ENST00000554719.1,0.064120988,-0.013498501,10,ENST00000554719.1,0.006687025,-0.030916554,10
NSA2,P1P2,0.17617816,-0.070299459,10,P1P2,5.62E-05,-0.094291682,10,P1P2,0.000921615,-0.082295571,10
NSD1,P1P2,0.744665651,0.01199195,10,P1P2,0.407412417,-0.005389607,10,P1P2,0.879056371,-0.006186577,10
NSDHL,P1P2,0.609354598,0.015101826,10,P1P2,0.161526776,-0.009035429,10,P1P2,0.786626015,-0.008453772,10
NSF,ENST00000398238.4,0.339317096,-0.030158588,10,ENST00000398238.4,0.428725902,-0.047453287,10,ENST00000398238.4,0.288123781,-0.04715775,10
NSFL1C,P1P2,0.002192794,-0.069225356,9,P1P2,0.006183406,-0.091046416,9,P1P2,0.000410348,-0.080135886,9
NSG1,"NM_001040101,NM_014392",0.415570481,-0.05877493,10,"NM_001040101,NM_014392",0.659592284,-0.099300536,10,"NM_001040101,NM_014392",0.988266008,-0.07016245,10
NSL1,P1P2,0.001485509,-0.106083215,9,P1P2,1.01E-06,-0.116931531,9,P1P2,7.79E-06,-0.111507373,9
NSMAF,P1P2,0.316875914,-0.039782883,10,P1P2,0.169962185,-0.009996606,10,P1P2,0.117128472,-0.014873758,10
NSMCE1,P1P2,2.11E-07,-0.329847237,10,P1P2,2.26E-06,-0.370397953,10,P1P2,1.17E-07,-0.345293385,10
NSMCE2,P1P2,0.042725929,0.00317835,10,P1P2,0.43119019,-0.004562476,10,P1P2,0.125523931,-0.005831676,10
NSMCE4A,P1P2,7.29E-08,-0.168609184,10,P1P2,2.12E-07,-0.192696882,10,P1P2,7.05E-08,-0.180653033,10
NSMF,P1P2,0.016333777,0.05006325,10,P1P2,0.274980206,0.013910849,10,P1P2,0.009744239,0.028926087,10
NSRP1,P1P2,4.78E-08,-0.267716058,10,P1P2,4.67E-08,-0.453519285,10,P1P2,4.70E-08,-0.346337792,10
NSUN2,P1P2,0.390619314,-0.041538096,10,P1P2,0.209119741,-0.103775311,10,P1P2,0.724659971,-0.069885372,10
NSUN3,P1P2,0.327396894,0.019613521,10,P1P2,0.528531813,-0.007941737,10,P1P2,0.753012526,0.013213152,10
NSUN4,P1P2,0.039945958,-0.084621714,10,P1P2,0.011644438,-0.110425512,10,P1P2,0.008366624,-0.097083249,10
NSUN5,P1P2,0.166169494,0.042669518,10,P1P2,0.811164127,-0.035704328,10,P1P2,0.322590332,-0.015991809,10
NSUN6,P1P2,0.142469698,-0.012708561,10,P1P2,0.738467442,0.000561324,10,P1P2,0.224312647,-0.006127124,10
NSUN7,P1P2,0.720254793,-0.013386589,10,P1P2,0.369824026,0.033779454,10,P1P2,0.916155085,0.008672201,10
NT5C,P1P2,0.10264002,-0.014739632,10,P1P2,0.041023577,-0.049498892,10,P1P2,0.03181145,-0.036924514,10
NT5C1A,P1P2,0.006441188,-0.034065402,10,P1P2,0.962073105,-0.001529809,10,P1P2,0.016958065,-0.005455767,10
NT5C1B,P1P2,0.657612846,0.003221534,10,P1P2,0.820762921,0.002382125,10,P1P2,0.956221251,0.008278909,10
NT5C1B-RDH14,P1P2,0.657612846,0.003221534,10,P1P2,0.820762921,0.002382125,10,P1P2,0.956221251,0.008278909,10
NT5C2,P1P2,0.599409512,-0.006737275,10,P1P2,0.428810741,0.007282971,10,P1P2,0.610606075,-0.021678251,10
NT5C3A,P1,0.783939488,-0.008495058,10,P2,0.124056726,-0.020679303,9,P2,0.574534597,-0.012769535,9
NT5C3B,P1P2,0.052276493,-0.018398489,10,P1P2,0.200857856,0.014455433,10,P1P2,0.693022431,-0.003560063,10
NT5DC1,P1P2,0.947463331,0.014710163,10,P1P2,0.079396697,0.038574159,10,P1P2,0.192345162,0.026780124,10
NT5DC2,P1P2,0.415237278,0.016171616,10,P1P2,0.370911567,-0.00692155,10,P1P2,0.987568993,-5.87E-05,10
NT5DC3,P1P2,0.92987488,-0.013257194,10,P1P2,0.349538581,-0.016094935,10,P1P2,0.550207001,-0.008164489,10
NT5DC4,P1P2,0.824025475,-0.016030615,8,P1P2,0.365885403,-0.030665432,8,P1P2,0.913764934,-0.019327689,8
NT5E,P1P2,0.149158616,0.003246951,10,P1P2,0.499559202,0.031750967,10,P1P2,0.10430912,0.010609977,10
NT5M,P1P2,0.838747266,-0.000423549,10,P1P2,0.003262688,-0.048700022,10,P1P2,0.083781558,-0.035190135,10
NTAN1,P1P2,0.004572406,-0.052431299,10,P1P2,0.527771066,0.030008907,10,P1P2,0.205058915,-0.016884119,10
NTF3,P1P2,0.048612127,-0.051643521,10,P1P2,0.295693665,-0.009590534,10,P1P2,0.04553237,-0.034566744,10
NTF4,ENST00000593537.1,0.656140687,-0.028231166,10,ENST00000593537.1,0.07238963,-0.025841311,10,ENST00000593537.1,0.094452403,-0.018633443,10
NTHL1,P1P2,0.112162049,-0.028138301,10,P1P2,0.767062194,-0.01551739,10,P1P2,0.21761124,-0.023737995,10
NTM,ENST00000374786.1,0.034756715,-0.071441109,10,ENST00000374786.1,0.245925275,-0.111298527,10,ENST00000374786.1,0.018334909,-0.081109496,10
NTMT1,P1P2,0.40877143,0.007314231,10,P1P2,0.68174474,-0.007927616,10,P1P2,0.371209983,0.001591892,10
NTN1,P1P2,0.690971152,0.030512606,10,P1P2,0.118779571,-0.041459353,10,P1P2,0.461685966,0.004749975,10
NTN3,P1P2,0.755476654,0.0057403,10,P1P2,0.861020254,-0.027014149,9,P1P2,0.954827862,-0.004838129,9
NTN4,P1P2,0.78427484,0.006261017,10,P1P2,0.49826679,-0.002218352,10,P1P2,0.831302192,-0.009125356,10
NTN5,ENST00000270235.4,0.146471016,-0.102891671,10,ENST00000270235.4,0.393077475,-0.151077758,10,ENST00000270235.4,0.330343298,-0.126044528,10
NTNG1,P1,0.763228363,-0.017333171,10,P1,0.311967186,-0.036420657,10,P2,0.552931684,-0.007290592,10
NTNG2,P1P2,0.875399299,0.009974525,10,P1P2,0.72948705,0.019282999,10,P1P2,0.787970365,0.010379218,10
NTPCR,P1P2,0.532999234,0.022969244,10,P1P2,0.294084771,-0.049532791,10,P1P2,0.473465055,-0.011384873,10
NTRK1,P1P2,0.605489628,-0.046499908,10,P1P2,0.590038777,-0.082399907,10,P1P2,0.971773584,-0.055472486,10
NTRK2,P1P2,0.066382956,0.028368522,10,P1P2,0.741432297,-0.015703302,10,P1P2,0.167504996,0.006537975,10
NTRK3,P1P2,0.161197876,0.013764274,10,P1P2,0.367268388,-0.00745208,10,P1P2,0.689801015,0.01930365,10
NTS,P1P2,0.371173428,0.009253011,10,P1P2,0.588835112,-0.010921839,10,P1P2,0.876300829,0.00417762,10
NTSR1,P1P2,0.648486158,-0.012415266,10,P1P2,0.708930932,0.006783169,10,P1P2,0.927717563,-0.00630421,10
NTSR2,P1P2,0.769002232,0.011562989,10,P1P2,0.227382625,0.01561136,10,P1P2,0.248865641,0.006105732,10
NUAK1,P1P2,0.262267868,-0.041788835,10,P1P2,0.379131263,-0.009704452,10,P1P2,0.136285727,-0.016827783,10
NUAK2,P1P2,0.451602198,0.007101327,10,P1P2,0.173289522,-0.013028857,10,P1P2,0.561734147,-0.002700433,10
NUB1,P1P2,0.67729575,-0.023126537,10,P1P2,0.151743106,-0.028006185,10,P1P2,0.355834337,-0.022624242,10
NUBP1,P1P2,0.001012893,-0.194189574,10,P1P2,6.24E-05,-0.228886023,10,P1P2,0.000150727,-0.211537799,10
NUBP2,P1P2,0.347242483,0.011898235,10,P1P2,0.350888583,0.018465025,10,P1P2,0.211693478,0.014337984,10
NUBPL,P1P2,0.001133082,-0.045387332,10,P1P2,0.000133909,-0.058256736,10,P1P2,3.21E-05,-0.049666771,10
NUCB1,P1P2,0.638372374,0.007189154,10,P1P2,0.327956602,-0.011313962,10,P1P2,0.575560047,0.005122396,10
NUCB2,P1P2,0.558427588,-0.006699576,10,P1P2,0.187816551,-0.008642924,10,P1P2,0.605919566,-0.002162051,10
NUCKS1,P1P2,0.223619282,0.015387222,9,P1P2,0.29761495,-0.012468493,9,P1P2,0.784780856,0.005903769,9
NUDC,P1P2,2.02E-06,-0.200182373,10,P1P2,3.86E-07,-0.241567547,10,P1P2,3.26E-07,-0.212028589,10
NUDCD1,P1P2,0.187504489,0.023291121,10,P1P2,0.743191063,-0.015939634,10,P1P2,0.317347199,0.008435325,10
NUDCD2,P1P2,0.374763254,-0.000853297,10,P1P2,0.875890578,0.018863916,10,P1P2,0.738681956,0.006661747,10
NUDCD3,P1P2,0.000694729,-0.235723508,10,P1P2,0.000334419,-0.256434439,10,P1P2,0.000459528,-0.245685322,10
NUDT1,P1P2,0.79614922,-0.003802148,10,P1P2,0.723266287,-0.00928235,10,P1P2,0.929106135,0.002756884,10
NUDT10,P1P2,0.684133493,-0.015046386,9,P1P2,0.289652041,-0.019926517,9,P1P2,0.849634545,-0.018217173,9
NUDT11,P1P2,0.00759426,-0.061606064,10,P1P2,0.717389744,-0.019434458,10,P1P2,0.139922804,-0.03379279,10
NUDT12,P1P2,0.434822779,-0.002872539,10,P1P2,0.577357906,0.002288524,10,P1P2,0.740880901,-0.001571894,10
NUDT13,P1P2,0.177764231,-0.017755704,10,P1P2,0.494308385,0.012261493,10,P1P2,0.437593903,0.005552544,10
NUDT14,P1P2,0.442389055,-0.011668227,10,P1P2,0.301847508,-0.006295162,10,P1P2,0.394709505,-0.014954221,10
NUDT15,P1P2,0.31477062,-0.108706348,10,P1P2,0.582833859,-0.097354422,10,P1P2,0.315518357,-0.103788935,10
NUDT16,P1P2,0.559014513,0.009874201,10,P1P2,0.251653185,0.003083905,10,P1P2,0.89423717,-0.003506507,10
NUDT16L1,P1P2,0.098244544,-0.028504698,10,P1P2,0.053876471,0.051345486,10,P1P2,0.965968902,0.009328818,10
NUDT17,P1P2,0.096424044,-0.068710717,10,P1P2,0.894606769,-0.040059491,10,P1P2,0.285225831,-0.058678394,10
NUDT18,P1P2,0.773118398,-0.002211288,10,P1P2,0.460688304,0.009551825,10,P1P2,0.706612486,-0.004595877,10
NUDT19,P1P2,0.224194737,-0.026058637,10,P1P2,0.864670533,-0.00659026,10,P1P2,0.20547561,-0.012190481,10
NUDT2,P1P2,0.622247758,-0.012830274,10,P1P2,0.28481669,-0.011056378,10,P1P2,0.264120147,-0.007966255,10
NUDT21,P1P2,4.66E-05,-0.299298252,10,P1P2,1.58E-05,-0.425249501,10,P1P2,4.72E-06,-0.362273877,10
NUDT22,P1P2,0.088972344,-0.039684409,10,P1P2,0.034630152,-0.024350484,10,P1P2,0.014924258,-0.034305943,10
NUDT3,P1P2,0.626780864,0.00892025,9,P1P2,0.64524476,-0.021628969,9,P1P2,0.948959371,-0.007353776,9
NUDT4,P1P2,0.173956995,-0.01490203,10,P1P2,0.437773016,-0.00342185,10,P1P2,0.79627434,-0.015247925,10
NUDT5,P1P2,0.537692093,-0.012975571,10,P1P2,0.175411062,-0.017052308,10,P1P2,0.250182782,-0.024220898,10
NUDT6,P1P2,0.660771942,-0.015213636,10,P1P2,0.026988258,-0.050651986,10,P1P2,0.111322321,-0.035456995,10
NUDT7,P1P2,0.421427053,-0.017493844,10,P1P2,0.290619005,-0.020375918,10,P1P2,0.249583479,-0.026879733,10
NUDT8,P1P2,0.963222356,0.015663172,10,P1P2,0.531103449,-0.022667352,10,P1P2,0.522192785,-0.006955366,10
NUDT9,P1P2,0.448461098,0.016485164,10,P1P2,0.186649476,-0.008615952,10,P1P2,0.226653474,-0.006574852,10
NUF2,P1P2,6.45E-08,-0.250132325,10,P1P2,2.00E-07,-0.378847838,10,P1P2,6.49E-08,-0.311685631,10
NUFIP1,P1P2,0.104677694,-0.142642451,10,P1P2,0.036529025,-0.1423658,10,P1P2,0.019442181,-0.137803841,10
NUFIP2,P1P2,0.45265199,-0.021377719,10,P1P2,0.022648778,-0.045612067,10,P1P2,0.068712176,-0.044573555,10
NUGGC,P1P2,0.266501288,-0.005335474,10,P1P2,0.169871704,-0.025248966,10,P1P2,0.070594657,-0.008451345,10
NUMA1,ENST00000393695.3,0.19421341,-0.050742315,10,ENST00000393695.3,0.011457993,-0.075714588,10,ENST00000393695.3,0.029130281,-0.055394569,10
NUMB,P1,0.189754265,-0.023718039,10,P2,0.846411586,-0.004395381,10,P1,0.288388212,-0.00737622,10
NUMBL,P1P2,0.573387895,0.025955024,10,P1P2,0.630068873,-0.015346295,10,P1P2,0.509773856,-0.001988011,10
NUP107,P1P2,0.000249488,-0.209371836,10,P1P2,0.000331263,-0.252756731,10,P1P2,0.000217441,-0.231064284,10
NUP133,P1P2,0.006870615,-0.151177295,10,P1P2,0.002711352,-0.172990151,10,P1P2,0.00110337,-0.162083723,10
NUP153,P1P2,0.108400735,-0.081804625,10,P1P2,0.2106528,-0.078500042,10,P1P2,0.161841866,-0.080152333,10
NUP155,P1P2,0.002485733,-0.165215235,9,P1P2,0.006179401,-0.186009992,10,P1P2,0.003140051,-0.175612613,9
NUP160,P1P2,7.18E-07,-0.211987962,10,P1P2,1.69E-06,-0.264412805,10,P1P2,5.58E-07,-0.236677109,10
NUP188,P1P2,0.091906583,-0.027440994,10,P1P2,0.005743071,-0.039261881,10,P1P2,0.010240723,-0.041840527,10
NUP205,P1P2,2.26E-07,-0.334252679,9,P1P2,4.74E-08,-0.361595705,10,P1P2,2.22E-07,-0.339325245,9
NUP210,P1P2,0.207316831,-0.04430179,10,P1P2,0.945624978,-0.068787934,10,P1P2,0.359029451,-0.055176818,10
NUP210L,P1P2,0.70755865,-0.037726306,10,P1P2,0.279998527,-0.022472615,10,P1P2,0.395033106,-0.001616531,10
NUP214,P1P2,0.18039972,-0.034384219,10,P1P2,0.994430696,-0.017031064,10,P1P2,0.586134013,-0.031192973,10
NUP35,P1P2,0.007316044,-0.04614534,10,P1P2,7.51E-06,-0.054814488,10,P1P2,2.34E-06,-0.042505026,10
NUP37,P1P2,0.999187588,-0.043837097,10,P1P2,0.35692851,-0.066309253,10,P1P2,0.552931684,-0.051595369,10
NUP43,P1P2,7.05E-07,-0.103044355,10,P1P2,7.13E-08,-0.123888936,10,P1P2,7.49E-08,-0.113466646,10
NUP50,P1P2,0.472140744,-0.024283214,10,P1P2,0.176479071,-0.008583658,10,P1P2,0.118016116,-0.015862518,10
NUP54,P1P2,7.66E-07,-0.257756501,9,P1P2,2.34E-06,-0.308480752,9,P1P2,8.25E-07,-0.283118627,9
NUP62,P1P2,4.71E-08,-0.462802296,10,P1P2,4.69E-08,-0.617479844,10,P1P2,4.67E-08,-0.531369594,10
NUP62CL,P1P2,0.783715943,0.015364884,10,P1P2,0.604976258,0.005551216,10,P1P2,0.98547801,-0.001732337,10
NUP85,P1P2,3.65E-05,-0.228480476,10,P1P2,1.83E-05,-0.258696753,10,P1P2,7.98E-06,-0.243588615,10
NUP88,P1P2,9.65E-08,-0.273374773,10,P1P2,6.86E-08,-0.322922418,10,P1P2,5.95E-08,-0.297178003,10
NUP93,P1P2,3.22E-06,-0.427479341,9,P1P2,1.28E-06,-0.448190952,9,P1P2,1.60E-06,-0.422912118,9
NUP98,P1P2,9.43E-05,-0.585651853,10,P1P2,2.59E-06,-0.581930374,10,P1P2,2.17E-06,-0.57603178,10
NUPL1,P1P2,3.12E-07,-0.430336394,10,P1P2,1.37E-06,-0.542213952,10,P1P2,5.29E-07,-0.486275173,10
NUPL2,P1P2,0.399755494,-0.035292961,10,P1P2,0.275940468,-0.021544449,10,P1P2,0.292374312,-0.037819568,10
NUPR1,P1P2,0.359311351,0.026401999,10,P1P2,0.960798287,0.013281969,10,P1P2,0.382055853,0.01300111,10
NUPR1L,P1P2,0.232907221,-0.034777551,10,P1P2,0.462192247,-0.052463639,10,P1P2,0.559772202,-0.044180911,10
NUS1,P1P2,0.970875682,-0.011250518,10,P1P2,0.01859902,-0.026445078,10,P1P2,0.14363411,-0.020116152,10
NUSAP1,P1P2,0.661193613,-0.022725018,10,P1P2,0.549765832,-0.016357933,10,P1P2,0.457443584,-0.015605104,10
NUTF2,P1P2,0.020141791,-0.15688056,10,P1P2,0.000324855,-0.194304331,10,P1P2,0.003553274,-0.175592446,10
NUTM1,P1P2,0.004828557,-0.286506513,10,P1P2,8.80E-05,-0.315523399,10,P1P2,0.000448106,-0.301014956,10
NUTM2F,"ENST00000253262.4,ENST00000335456.7,ENST00000341207.4",0.120131534,-0.034298327,10,"ENST00000253262.4,ENST00000335456.7,ENST00000341207.4",0.22128258,-0.019413928,10,"ENST00000253262.4,ENST00000335456.7,ENST00000341207.4",0.056132547,-0.025022605,10
NUTM2G,ENST00000372322.3,0.122086197,-0.039731182,10,ENST00000354649.3,0.315740143,-0.011229179,10,ENST00000372322.3,0.071460045,-0.025022605,10
NVL,P1P2,2.46E-07,-0.284015184,10,P1P2,1.42E-06,-0.395182183,10,P1P2,4.30E-07,-0.337437252,10
NWD1,P1P2,0.860176117,0.017505797,10,P1P2,0.28311747,0.000477868,10,P1P2,0.529412976,0.008309628,10
NXF1,P1,0.564310267,-0.08158758,10,P1,0.012199935,-0.111759098,10,P1,0.243410163,-0.093282921,10
NXF2,"ENST00000330252.5,ENST00000395088.2",0.446200262,-0.003428564,10,ENST00000372758.1,0.328532176,0.021647476,10,ENST00000372758.1,0.289712821,0.012986416,10
NXF2B,ENST00000372750.1,0.589739306,0.00679088,10,ENST00000372750.1,0.328532176,0.021647476,10,ENST00000372750.1,0.289712821,0.012986416,10
NXF3,P1P2,0.789959323,0.010458072,9,P1P2,0.923192382,-0.032309472,10,P1P2,0.82612608,0.007358978,9
NXF5,ENST00000537026.1,0.614150069,0.009204907,10,ENST00000537026.1,0.442769457,-0.003787595,10,ENST00000537026.1,0.456210357,0.004853499,10
NXN,P1P2,0.970875682,-0.013843524,10,P1P2,0.617005927,-0.014397003,10,P1P2,0.766316839,-0.007779287,10
NXNL1,P1P2,0.107380891,0.054952972,10,P1P2,0.834813762,-0.024719144,10,P1P2,0.256719331,0.029126435,10
NXNL2,P1P2,0.532903675,-0.016717659,10,P1P2,0.703203614,0.015923818,10,P1P2,0.536683594,-0.000171826,10
NXPE1,P1P2,0.364544424,-0.029757953,9,P1P2,0.013610564,-0.021662612,8,P1P2,0.101480786,-0.022810698,8
NXPE2,P1P2,0.465000938,0.034163269,10,P1P2,0.848461794,0.009199883,10,P1P2,0.665082098,0.015084343,10
NXPE3,P1P2,0.754528217,-0.002535357,9,P1P2,0.931584532,-0.003639972,9,P1P2,0.660744983,-0.000842069,9
NXPE4,P1P2,0.269328534,-0.0127944,10,P1P2,0.330841018,-0.008941893,10,P1P2,0.825401073,-0.009908607,10
NXPH1,P1P2,0.733685647,-0.038210879,10,P1P2,0.028512237,-0.067526633,10,P1P2,0.181549635,-0.050463709,10
NXPH2,P1P2,0.074771421,-0.019641238,10,P1P2,0.626250933,-0.014009059,10,P1P2,0.095489997,-0.025781577,10
